Red,Green,Blue
0.5116515396226625,0.40258242587889526,0.29565541298517434
0.5949074179112505,0.4108401161651465,0.24573743292837796
0.6221503316404585,0.6160505481266721,0.18033367089299954
0.47328123088014445,0.4563256337334003,0.062280511404538455
0.6973007904596784,0.5984460836801576,0.015601869352120129
0.6265503946291902,0.6052750891088264,0.014089722566233615
0.6064984175930143,0.4829770301290567,0.2737443584711766
0.6924689232291387,0.573903479787727,0.22324599808624943
0.6276868506317619,0.6473407137747976,0.08490907916789928
0.3871589304040619,0.30294589445321934,0.14031090857784861
0.6168455251427999,0.42936354752477557,0.182020437883634
0.770042793718065,0.5284028169621316,0.23185502035748634
0.5420212422759884,0.44805508107489117,0.22003557284570685
0.6348012059951181,0.5657062131555294,0.21937238793466493
0.6166190071031192,0.6581906176655665,0.1468463945125555
0.4570908394886355,0.36250311965355253,0.2968603291000599
0.5299945738468858,0.6516005919496248,0.21179524461751786
0.5531167136028756,0.4195362184071547,0.2716511587141021
0.5656112572455669,0.5447802236358015,0.27144413378913756
0.5855752967314192,0.42901816231984324,0.2791268034681237
0.6230200741775695,0.5770229036183134,0.280234837351787
0.6095544313224667,0.4973937146403704,0.18264427123620336
0.7596786967524458,0.6695759963334376,0.22117941128374988
0.632282895579526,0.43523151691604156,0.147111873756476
0.4393090348397063,0.5575661381599772,0.2367365168209256
0.6513826105335109,0.5217966065676445,0.3206587906107214
0.6212913328325206,0.7709231205217613,0.3857115974866535
0.7132156727740224,0.612568261667223,0.11757746113338848
0.5982794017431792,0.7617555223771371,0.2446954741379203
0.49082214364377275,0.568596946790132,0.09303951659251923
0.4813805801313207,0.5662899262087856,0.2819545924547395
0.46120780298926667,0.48504435317778255,0.07436249088318181
0.5280705989463994,0.34639726811391475,0.18708549983417183
0.548957702062961,0.3654210615993982,0.1162742082961413
0.5439908322340312,0.5303423012949583,0.18496370724914601
0.5788012896170059,0.38283170865644683,0.27086600672753997
0.5391272576637949,0.4583802697912308,0.024514452830939476
0.5522422831832422,0.5822030256578306,0.20415721354325683
0.6070812854267491,0.4760956335919771,0.19394514781274022
0.46825386718835316,0.5305233961307011,0.1408898481323066
0.46652007986259514,0.6064719239285459,0.0324999904808011
0.652428559884577,0.5587148142536409,0.147276116991619
0.6970408964204529,0.48416598879149886,0.10588439784873001
0.4799644760474514,0.49915565514575383,0.10413422565815134
0.507835375711816,0.5184625791909865,0.184649261803753
0.7465933631783566,0.596103285201036,0.2310992241367934
0.5723450382959073,0.4845984045820423,0.18434074766607228
0.5383717643335479,0.4689069795324299,0.1591206852568483
0.5331616405878584,0.4213074567560726,0.2714874088964724
0.46203209080425783,0.39602223951286847,0.3273273826519999
0.5397860790363264,0.6446026012739776,0.09726348791749562
0.5803782170752834,0.6121827216398696,0.10140284651651194
0.736433281571246,0.4979650217028746,0.24490899509607386
0.4881945387415497,0.6741613849772587,0.2493359710285986
0.7657279900627276,0.6429072011284753,0.30270328936924396
0.44348829572707144,0.5473854113950356,0.1903322682753429
0.5716227258439208,0.5517720778001827,0.10393025301013431
0.5283437539659888,0.5343611169004321,0.11097715911128485
0.6230417183302193,0.5652485213276346,0.2953253209918128
0.61072185402851,0.3606374511121473,0.12266948440807512
0.704321131496856,0.6175089100753259,0.05983607648186057
0.6070011032528486,0.45180850787192645,0.0
0.7097209001881983,0.5515325817946911,0.23369783809803785
0.4243228882494644,0.4346862503668812,0.04083628046000093
0.6916976081693597,0.3856671355662754,0.3616784968320761
0.4513236245166621,0.4272120746560174,0.19446276630268822
0.4815790628317337,0.5597295538406076,0.11228434726065195
0.5096517250287567,0.4651606826210666,0.3031225723466313
0.6012622991390475,0.5747719221439036,0.3053547422901172
0.5513179524321323,0.5848799421929551,0.1960046274815358
0.4713751851801092,0.47159576445638685,0.22871208408455762
0.6367906792301055,0.5920363743969944,0.28746181617705524
0.40938438707634267,0.6092831862566667,0.18207925409492495
0.5375736626587504,0.6122014869828726,0.10637928001462386
0.556740371548979,0.5646262333666762,0.3168634763526669
0.4733124540029592,0.5608785672163146,0.22499642820361174
0.47932140693639824,0.4774952245501318,0.1806357440043442
0.5372276967007958,0.724708721858461,0.19079245738875006
0.607753999326079,0.5621592885976245,0.15124735648633403
0.5475802297967594,0.6269345610310111,0.19465325642612066
0.5339065470671246,0.5265226633555142,0.10065198596987246
0.6540090157189105,0.5053063929133633,0.3469409529683266
0.5814705997389521,0.6975885389179148,0.16500573097758756
0.4766822424074334,0.6543227688893244,0.14389857839122142
0.6695536818680325,0.5988713749836536,0.36344625122377633
0.4273528201548901,0.6516510881287227,0.14472528319497976
0.3103575049722441,0.6395916698232607,0.19935980635038966
0.6552414054170193,0.5232012991350998,0.22914752157624854
0.3628260822365641,0.3442177858346952,0.14164782298949388
0.6731468118180546,0.2218821317058947,0.17583897881587865
0.5865422197924636,0.5036962110539344,0.0
0.8745266657292114,0.5052507026776316,0.06328212445024302
0.6129441290763329,0.6494840126394109,0.07133506061780623
0.43351973734399174,0.5051960126972401,0.19672971904731873
0.6539404817141607,0.6645292849318348,0.27800008320640235
0.4632313150421762,0.39789581646144584,0.11416993503692746
0.6997675471457298,0.5716706100055349,0.2931536984217209
0.6728113540119047,0.4432528849551243,0.1583199322664711
0.49485782534053246,0.5528144220382256,0.10739401540794867
0.7614298284856247,0.5500296980154036,0.3637999526249114
0.6919795910081717,0.5231073250253323,0.14874817065450865
0.5995424197578214,0.47313481588137346,0.2629148024742264
0.5301389533817839,0.4893327202669896,0.0
0.7022975148894302,0.43714703842774655,0.20236219655010357
0.5757501850335162,0.45730215766659277,0.2302356114883078
0.6625881278055721,0.6372793335951219,0.11884538689493632
0.5932012310929793,0.6236791810103628,0.11328134670428258
0.5826781729715292,0.5563101506339496,0.14161461398367572
0.5688454673880887,0.4307004267302332,0.33623249490146867
0.5239356603891541,0.48278516106188274,0.19231164142640694
0.6224921498753138,0.671128401973745,0.17008808544136494
0.5007205706633919,0.7168869254267176,0.20055509644092592
0.5604072613478958,0.5251834597907964,0.08645400156491771
0.5544594333830923,0.5899607967625424,0.3490120252705624
0.5051789502802334,0.5597953419516231,0.340797374544544
0.5407528848547785,0.6089474731119642,0.2684311272637847
0.4705724121212329,0.44538654161084223,0.33193212352836643
0.29653674538415764,0.46213771374360935,0.0674699530912087
0.6700793886994814,0.6654781472526078,0.13456673874217934
0.8194903143154464,0.6807216542369513,0.23371553060365277
0.7059989514241165,0.46082717068423934,0.19134092663271657
0.6103210409429127,0.459794832598393,0.0785689648901777
0.47520080571703915,0.517331636901742,0.2409315344754726
0.5392109534053889,0.3710157575923013,0.23903205105842162
0.6943374140279025,0.4590055209849018,0.3742790594176675
0.6278873142169756,0.435584194053453,0.1522090563740758
0.5097020046577199,0.5224723274129428,0.0
0.4656840628445639,0.4856365671354385,0.4060559905361063
0.5726925626375078,0.4701984619739268,0.15614692819973328
0.592508755211524,0.5122046164770987,0.1414653810894675
0.5156791494964973,0.5659730374374997,0.072828498198316
0.47031005907210877,0.43823551295225815,0.07959062158030197
0.5076366122145277,0.5996862218191569,0.3036355880740219
0.6061707052723074,0.552481277624313,0.1230018061199969
0.37089068688730686,0.5453851633246348,0.2197736454766117
0.5326324912383319,0.3923928132055031,0.07265844181497458
0.6107635705965587,0.5471904165000638,0.28645563195051804
0.5194556939909342,0.4712065008767902,0.201720059235104
0.5320140921620542,0.6089015910957694,0.31081460940285416
0.5104432914620056,0.4571916819589441,0.30845549621255597
0.619316396875963,0.5367211799816218,0.22112403660347055
0.6595889442955586,0.5779163796762249,0.18835950125704654
0.6219575052216129,0.6378224306920779,0.14937159417872986
0.6001237017602027,0.6551993532174415,0.2325726514597808
0.5723414259661206,0.5700746686655521,0.2367289540906556
0.4990884777070209,0.5595101624714817,0.11112326976742054
0.7516772342601297,0.5608776949952015,0.1001792589595813
0.5167369138302907,0.6009578250651708,0.10988709657430111
0.8280464346152433,0.37947471563276547,0.3115654880851382
0.4903390795498545,0.4581133698478417,0.27577319909182874
0.52360429047046,0.6961552850794859,0.05387081250046996
0.6002278475042073,0.516477748308473,0.24162788881397917
0.5944094831465468,0.36983814781510715,0.23740070664183302
0.6709053394382036,0.5786387129620085,0.16912295011153755
0.39761951547863605,0.5897950378983188,0.409610717539531
0.626186901890259,0.6507718917129359,0.2983016739439527
0.504692113539256,0.5530487996530828,0.2988523193497021
0.39202798496008456,0.6151743049175339,0.3258917821675619
0.544864073573318,0.6314019785568526,0.14456283063865089
0.5538234322846493,0.5226887657712124,0.2459812691166792
0.5395474391264922,0.38238206090525834,0.12818725599411102
0.735250859235749,0.5977535182758469,0.0072078516141200755
0.6707818751884238,0.43471786441116933,0.28933748097275014
0.6542234174552266,0.5771690023754448,0.10831071109416684
0.4714836193447615,0.6059258139296335,0.10045156650409907
0.4768106851024303,0.5862893981889296,0.16588252699025316
0.6620781382437317,0.45319205612018953,0.0
0.4421779232185998,0.5880123413089526,0.30833299122015057
0.5001611399464663,0.5132769830673173,0.2139113611189961
0.6991912243596983,0.6048758952744642,0.1587226837451458
0.73617650982022,0.5321208238384342,0.030468323069356873
0.4113173239334876,0.6058236741638742,0.022277277536249668
0.6088051084612678,0.4810032038943874,0.29977161320057283
0.5667512866544431,0.3862977590804571,0.2914223045994503
0.68635975518343,0.4223166690323926,0.11972113188818785
0.600238418262629,0.6181714894868252,0.43532456386655627
0.646090855321155,0.7970784056301152,0.18694109739323564
0.5883626667660016,0.4931871198821427,0.14773970754249344
0.5557100330582414,0.4827495833589364,0.0
0.45831993186178477,0.6636694125400195,0.2262809020223298
0.5578409480886788,0.4736555071094296,0.23329503447257133
0.7248658272441191,0.6540706375037507,0.26358689101034144
0.5421394995601543,0.5135153478286825,0.0168377056507317
0.5467655172626827,0.5566781796367429,0.13319575998430228
0.7903486232734602,0.3201443931409651,0.15443968100856365
0.5692221895515228,0.5011065845642934,0.06232364025545481
0.5419522121823197,0.5789123430654066,0.17305986891204012
0.47602720947932275,0.7250050259899399,0.20490998106670438
0.6443343956618521,0.5934144312535148,0.1929242177215591
0.5230256362119315,0.5249197675907448,0.12398883698483058
0.6591568796614694,0.4945759660007304,0.2699415009673684
0.50284995409901,0.5778516923109895,0.2393780268430649
0.6170976710201774,0.563019554406996,0.21188928684227543
0.7057151779369049,0.5503516110130703,0.17501203723431658
0.5903795702596267,0.42222447901003046,0.14553535795523684
0.7223143352312498,0.5622248881927101,0.26359814772731704
0.7756278220434033,0.4613006651751279,0.34824216767717037
0.6546019951223299,0.433610353825509,0.18533329801939968
0.6983711970960848,0.40884399605950067,0.1511347997631887
0.605302857857984,0.497154290769411,0.24658590136729783
0.6234090723382965,0.557271498853227,0.011115241656957542
0.7129785824774832,0.47265696430751336,0.11087385206784106
0.6400339893353246,0.545290143156253,0.18876920200541453
0.4501201294004267,0.49104310726825073,0.2315242417208068
0.635984114325452,0.4427050915646257,0.1229857919154819
0.6132943635558624,0.5166772073538849,0.20164982830999909
0.30955589238160897,0.4885087732330755,0.29632694724924374
0.4974125029580039,0.5626525577691003,0.10612553555548729
0.3847214930795545,0.582781757927797,0.2115535047873714
0.5034113049105668,0.6216466416826079,0.19481592490732352
0.47373807514474214,0.46291799935983213,0.13076548192275755
0.6106647706575337,0.49779019382193335,0.3212520942543421
0.2687668330828574,0.6212840271527491,0.24296296154333932
0.5339175882424638,0.4138586733721438,0.04801226794930383
0.6311090623734688,0.549214660717051,0.24132187320684367
0.5537529159054843,0.613980763293614,0.14841281563655506
0.5353594853406807,0.5193404407741647,0.17263401139365867
0.706657249126579,0.40955620613927357,0.0
0.42159737632637545,0.5933650951191431,0.19792253764808826
0.3811279462869419,0.550966503034942,0.18460146235337616
0.5969494596187452,0.6204266403444796,0.4688158955015521
0.4227849179865534,0.3547239840601303,0.27591175435861204
0.6486712637023463,0.4224305615045656,0.07252711807019538
0.5844366287010291,0.7214482819100293,0.11233912499100324
0.5797066795345739,0.3280855273251827,0.1911414458930268
0.5676352250681946,0.6777540445404174,0.11933222062610237
0.6586410393825526,0.43282381008188797,0.20903322611711625
0.7867321187365057,0.7103101429321642,0.38605679382237307
0.6187572207961397,0.5099737536411131,0.21849256816273638
0.6466048272506196,0.5389314723089316,0.12886134590459353
0.518844021709711,0.4793742084863055,0.2740315426986568
0.7179037126647132,0.8183433918275164,0.2425645771599148
0.5081570873265104,0.47711099195080486,0.17124978297429835
0.771624862295962,0.5762938817798593,0.04131913933357986
0.581315642118454,0.3778523468054791,0.24624779469548924
0.5233192205536198,0.477876591780128,0.0
0.6966818405078957,0.6238666715382928,0.1067057737511996
0.5837985044127008,0.4520693071463705,0.1781740113590164
0.49703446167840803,0.39697487000230147,0.3508619712525166
0.3090284500041577,0.5854114269014796,0.22033322246339482
0.7343918940690597,0.5133614130481625,0.15686970913397774
0.47515389129333385,0.5605563689173433,0.14817684407044812
0.44312145730604596,0.4512916090224942,0.12431868343658244
0.43840433074322527,0.5475308864641939,0.20254634043877887
0.6239592693505633,0.5517229876381361,0.07372782842226461
0.3317449227819097,0.43838415321382096,0.2883766464006733
0.6171109875906371,0.6414677519520217,0.2977939962946776
0.6707145544377814,0.572631638414959,0.38629409842640566
0.568365058106355,0.7389263817785063,0.1593611425284273
0.4948060574035221,0.5157617449179961,0.20125205461862403
0.511875597907316,0.5979667877963111,0.20176793833184595
0.48928247250486007,0.5103971780933412,0.32176231750834383
0.5817165844483375,0.38237231084243417,0.35106244193361624
0.593350860971092,0.613913079084081,0.2929071434444059
0.6480732111991787,0.4580886408797482,0.09297852122429243
0.7806401189724168,0.47119222508547637,0.2548653470104697
0.7131464966792908,0.5056494042451981,0.163987755966935
0.6176464086647793,0.5882873872243485,0.2575112454765912
0.534957342368539,0.49036338569509064,0.18070588888979494
0.6543975914087994,0.5054381210913568,0.2738723672387241
0.42311995974122246,0.7610279142915153,0.25388748103547054
0.553961206362337,0.6496278726916388,0.17391042278314475
0.6603748126590254,0.3893694982444126,0.1555579538176533
0.4448772250843727,0.3789402191275325,0.15513149478577426
0.5258048379151703,0.422008148105842,0.11456767937058518
0.5541075180895417,0.542000848710587,0.17342556050016697
0.43238682557100483,0.5195463032191314,0.1153725631007181
0.5585878537758253,0.49411677073301813,0.19612460541216295
0.4189182391191999,0.41031531509354313,0.25575399980066127
0.6265352416287848,0.5107275870174233,0.2027636127707738
0.5120286804584273,0.6667225733119699,0.16468990327185834
0.5001124347130255,0.6466298853069784,0.12259196933111238
0.5566616336506598,0.43615300106551447,0.2834549619941435
0.6065418859544491,0.4271306201674999,0.07453582080272914
0.5788541703513717,0.7440818989228657,0.28839710723938133
0.5377665199414388,0.42856987258574974,0.10538784404732515
0.5420111827024494,0.5508144825537238,0.21229661434290342
0.5192619758479753,0.6674968555557507,0.16470511554071762
0.35562248034613675,0.5280554757448317,0.0
0.7169830019808008,0.5077062423921721,0.17038180765782318
0.591535023850795,0.5501744345453627,0.14348448554332288
0.5735108446874067,0.5203373168919663,0.0
0.6339303057880866,0.5848102625967775,0.23674306034327863
0.6316717070424243,0.6561452172101832,0.1810946100028198
0.6125368679797756,0.4372850106563896,0.0
0.6542938148027088,0.4430810730394825,0.0
0.6249811860886287,0.47118597164566883,0.1384832327225467
0.6440668883081153,0.32540333933962007,0.2607149317665678
0.6848532086999953,0.5987770606094285,0.10303981489159232
0.6725187265073835,0.30363493960073296,0.0711584890550126
0.5192854173891355,0.5004878758806048,0.033056437028324226
0.6127642269027985,0.4741043896053564,0.10275513532975192
0.5098844907262489,0.6391107295575107,0.17003947357860608
0.8070100642751963,0.3713195873915768,0.12093036178733829
0.650208127490585,0.6447490915459935,0.3063032962198385
0.5720932443378873,0.4365441653350719,0.14896352021487952
0.7115401988556997,0.5050874000790418,0.22332958726116428
0.649612787080837,0.6334819198649736,0.3203475752656211
0.6492042268748309,0.6602096660137591,0.06549509789438882
0.8119262666325244,0.6310359165732801,0.1709691650789555
0.6819714739261891,0.483255359574707,0.25848255276220483
0.6181974871864409,0.6002151638187986,0.18103253564878707
0.6293383433909105,0.49680981560023557,0.2900973808253535
0.5352121107689224,0.3546040215040895,0.15232406132233864
0.6218122598812033,0.506634956313748,0.34735478458075325
0.44267073220111475,0.5986137678410809,0.20224677049607778
0.5393214776624126,0.41116943296056685,0.22800203440786995
0.44211031498092057,0.47939390974512974,0.19993321215889268
0.5194274725622864,0.6277789818165733,0.0
0.5461624478423884,0.49272213952623056,0.20614889809029033
0.5145725229059299,0.6393881134977164,0.16822871683393806
0.5862946268455517,0.6242255811506093,0.19720025378540054
0.4400790474427498,0.48234156692151897,0.19558828891485613
0.3763437816499948,0.4698190717940003,0.21017332795229535
0.7422203939736586,0.5781101960329351,0.232773907308439
0.7100627969006272,0.5997848090929323,0.2898894936385296
0.5093104217668813,0.42345255071507115,0.22616475504975508
0.7322199071288497,0.7013032037770793,0.2657840799046999
0.502339548197501,0.3629365985509748,0.1287752717749222
0.600771159951343,0.48389888253587127,0.29020556845683787
0.441081192665492,0.4971241435924967,0.12333114467693827
0.678128756044458,0.5852610972690557,0.10689944396433715
0.6644209721222443,0.3687236548014526,0.011350503664107114
0.5114829838200878,0.30170989546909754,0.188743660012951
0.5859211948935525,0.49844963085627597,0.22089156935760496
0.5276608280618598,0.3702364001985113,0.12027682360963267
0.4649623990729283,0.463824364120232,0.24660173304445165
0.4453581769538027,0.4690310987532933,0.27176182306939517
0.6941710470512776,0.45679743186301736,0.40832238874193044
0.48883913816348107,0.5161529854097795,0.049971229392582237
0.6643085890165428,0.7831220725090388,0.36037410301666195
0.6846393767533152,0.4392509565109982,0.18320670212836368
0.6906046386201141,0.5819506269241036,0.22229173897511967
0.5871912408853501,0.6405700820396321,0.32233802721435495
0.4189262118281222,0.5597029719783492,0.2518173229313232
0.5027843777302053,0.6529020726071556,0.19014792639767525
0.6866790082331964,0.4881657649116503,0.24493746708929642
0.5627261782763691,0.7052626700790987,0.2960997033429439
0.5232354699163135,0.5097745386655653,0.1663830759859895
0.5458497420339155,0.4495448911121732,0.20386684310115605
0.6798074735378377,0.6753650064374868,0.05751493624123788
0.3896804769408913,0.47268684441604264,0.028089532190836763
0.41266124613250443,0.5741208914667142,0.2182116971866321
0.3879061598980996,0.652003296801372,0.1628039011030357
0.4921722199645864,0.6456555816196785,0.25308792811712566
0.5457579248174067,0.5005412012467241,0.2569620785783102
0.5067187464005565,0.5271632260274022,0.08235042744140393
0.6642560334271969,0.7052595747899756,0.22118932214251583
0.5013851691618909,0.6435449743620497,0.2588650925936253
0.4966230436942151,0.6561143372060709,0.1745543143994606
0.42138726603806476,0.543420809185266,0.30843440303282166
0.5352768370148441,0.44973653210672476,0.16768755980748667
0.6626315015304336,0.5703824500901815,0.21211202673465657
0.5219586882642742,0.6429877190363142,0.33246676897457494
0.37988216130698993,0.6509928155639682,0.27364228042166283
0.6792985832676025,0.5500868503455054,0.33552327177895264
0.5878932976678019,0.42961023516549357,0.3190597660630864
0.6059421275739652,0.5020073584693211,0.23695119065655149
0.7417754090891151,0.48269611322385253,0.3106168580554294
0.4405120029725419,0.4929691144755537,0.2810563391433444
0.5846681200290162,0.538876242329231,0.35224965610999864
0.4578187416477889,0.5354020782744688,0.2491772516492752
0.4628492408329514,0.6009230232571057,0.30746754475278537
0.5385397960915828,0.48147405319533093,0.16875598599589453
0.289159188979651,0.6576123664051852,0.21145903320316428
0.5323573686452011,0.383320975393089,0.3109039325452849
0.4972403320173797,0.5975243212433867,0.21586067512916512
0.3635101581568704,0.6828543104803955,0.32685835779944317
0.626403357207198,0.5814847191751832,0.08025212474218238
0.6458964085070945,0.7344998844121753,0.23861357802233546
0.44576159614341493,0.5736161848285115,0.20148975694283255
0.6113201589447447,0.6340747259655328,0.17798265122421883
0.660608215849825,0.5587464452190044,0.13731176482985324
0.5618709223251005,0.5061446920139585,0.050347495037718515
0.7785313845833655,0.516077814530858,0.1799058489234755
0.7915526972372571,0.4068507435501745,0.35361507237389417
0.6643293799780994,0.6287029488362799,0.18244501253995793
0.6075865321444326,0.47067066819239234,0.293634220813059
0.6611735689643661,0.4551514839358792,0.11574416597045259
0.6155187026641431,0.4727716557023285,0.32217728562587555
0.7218215016934733,0.5706111929702959,0.19339171984730524
0.5563494188440644,0.5596107553670115,0.0
0.6674055200244033,0.4017881067247597,0.07808831395634572
0.5916665844230882,0.49060631443317404,0.16065843778671762
0.7440238152781121,0.46561152199349104,0.14182664646662405
0.5254387203763441,0.35646118788037007,0.18070690437124434
0.7130668381399121,0.45695281248030983,0.2602957966149372
0.5092108079090539,0.5228538722797071,0.08182223941105513
0.5569249831475063,0.423508407591519,0.1419234431120948
0.6678896929523789,0.5542979209015347,0.12895178160624773
0.6632267342423068,0.668674139335001,0.18805887985489603
0.5484795773761044,0.477827002168641,0.18280414592327052
0.7118347265348948,0.6508658218423167,0.16689325209291336
0.6360251666087742,0.6170457287359081,0.1423482961248943
0.44040917488054976,0.5869308949758022,0.3006387616129878
0.6339278800142265,0.47658511758906197,0.37931108714090034
0.569426475845346,0.4262410431752991,0.057391254056960966
0.507280578404518,0.5594811530102561,0.19720538169342824
0.7363562398839428,0.5773983526244734,0.1286851263712543
0.33696582418012755,0.5525014049199826,0.30589540896941547
0.7503767208629828,0.5087588253715567,0.3791999104758159
0.40710723607816846,0.5086091954013912,0.11256025458428869
0.6352100908750765,0.39489226201481775,0.2591749624584629
0.4398170628568879,0.704778155305138,0.1695743962473209
0.606796584915246,0.35812273772676445,0.044519778491281164
0.4956603529484752,0.6200518127769223,0.25790904861935543
0.6755389961099942,0.37402691768155794,0.25868693732713244
0.4850102532232489,0.46018956635176744,0.1632772335877787
0.5293532205932935,0.6071044415967731,0.3292805300888878
0.5931072128341055,0.6043270736220866,0.3993049547979607
0.6197073091606562,0.5286165168507571,0.2581104734818073
0.7207645904228449,0.4629639334696764,0.1569063041656663
0.7160127749349284,0.48895270825694986,0.2874289675174453
0.7079087256997986,0.40541795210272924,0.1491577389209593
0.7104689284039352,0.49735734009922095,0.0
0.5280030226957881,0.6104462454845432,0.31764930996057794
0.5840845298614804,0.5793781608309998,0.15309398737973634
0.6903184213538326,0.6425195557209826,0.2768199900254481
0.5821833253487266,0.5824111065241483,0.2622487901137117
0.6027701687879183,0.5800529016160685,0.23703089775637706
0.7289357803012709,0.595013764606265,0.13714426031601812
0.7614494009881227,0.5490055192243817,0.16202640612071967
0.45159963070074244,0.5481378929058169,0.3704888894409564
0.32106237499199497,0.2700286866545776,0.24373393527779186
0.6446172309397802,0.5702383715831363,0.12336140715575927
0.3858222664700319,0.416801499841432,0.3560005301725322
0.5338410766472175,0.46270713302204014,0.0
0.3925520015354633,0.6460167163913629,0.16605719450296336
0.6681201885655524,0.4616300628436958,0.04722179620103348
0.5299076419114827,0.46770468808672017,0.13569098238840602
0.475299061671577,0.5115061897368697,0.16984313715381263
0.44577316728377625,0.7194714373283295,0.2677955024831899
0.5848482754115201,0.5303454597965168,0.2605614666495518
0.5971823433363457,0.44057208449032215,0.05877298748725335
0.31559154159460034,0.7221931111544613,0.1694690061447941
0.6212059538168329,0.5522061268822284,0.2972558738328282
0.5325462136884299,0.4062030930570758,0.11828831800003732
0.524924177899638,0.3764729921187371,0.11956726224082564
0.42411775731364854,0.511131323305011,0.16239678023301704
0.5619481752854603,0.6354467344356233,0.1757384814206825
0.3997590160587576,0.3451662622190782,0.21623178094754986
0.4834500468071571,0.5342638611136116,0.23295411551522033
0.6943177013831541,0.37524945131074167,0.09875423745472721
0.5324765706048902,0.4269806414733247,0.06809440319844454
0.6809577368682223,0.4452042959488953,0.06908147788433272
0.4101850511819136,0.6755993795079638,0.13846183499511638
0.40443839457688513,0.45898380991502646,0.20918293381244887
0.6241770995606276,0.615776847922615,0.15322309940445586
0.4668875873662265,0.7672884070979089,0.32156845304814996
0.49482198090684004,0.32748475598532734,0.1761171341597848
0.4083380637860763,0.4547318614218942,0.12046681782270315
0.5018791837182924,0.5739759616567377,0.13484191584146873
0.4032293689745947,0.5131068732716091,0.18817212228938418
0.36024608061884,0.6107570942526244,0.12711527640477893
0.5320547751868926,0.5370153630155511,0.18045590905062942
0.5646043321368946,0.41954022322365647,0.2312358492548875
0.5155866598871199,0.6584442988462753,0.2814979023985229
0.6822762830333504,0.456163455230201,0.32866650011908194
0.566407453213116,0.6260187775306532,0.25243809084543173
0.5959054994467423,0.44117758947490315,0.2955080622082792
0.576167851210147,0.39369145638942427,0.16863194194639952
0.403691833747591,0.4133792716456206,0.30433242443596825
0.4020626479438111,0.4178881704883862,0.3978222966338827
0.5142114198350638,0.5797660794363808,0.3394831534569204
0.4853112945812227,0.5609016478634723,0.03471171848203722
0.7020209528170585,0.3597841269377371,0.14794542877058559
0.5655977268575303,0.6036894996913598,0.24843366087369892
0.53057550472119,0.4862404851971327,0.3179412526956242
0.7493019604288884,0.36311905635433994,0.33161967392153424
0.7069647928336459,0.5348613197432205,0.190923992714062
0.5279564348470661,0.39165961444351904,0.2338943095939277
0.5849943291270521,0.5484920485278826,0.23988107201793227
0.873790179385582,0.6306683674339657,0.22169166486701503
0.4033038316421489,0.5452309416887505,0.3362267548990778
0.5983039609483487,0.7090681004211272,0.2243864395834152
0.6684554979108194,0.39092301760458903,0.3203700318435293
0.5669373651398143,0.4265626357142082,0.0
